#Instrument,Date,Time,Record Type,Price,Volume,Undisclosed Volume,Value,Qualifiers,Trans ID,Bid ID,Ask ID,Bid/Ask,Entry Time,Old Price,Old Volume,Buyer Broker ID,Seller Broker ID
BHP,20130205,22:04.7,ENTER,37.34,100,,3734.0000000000005,,,2212,2213,B,,,,270,366
BHP,20130205,22:04.7,ENTER,37.34,100,,3734.0000000000005,,,2214,2215,B,,,,203,366
BHP,20130205,22:04.7,ENTER,37.34,100,,3734.0000000000005,,,2216,2217,A,,,,203,297
BHP,20130205,22:49.6,ENTER,37.35,100,,3735.0,,,2236,2237,B,,,,150,244
BHP,20130205,22:49.6,ENTER,37.35,100,,3735.0,,,2240,2241,A,,,,150,297
BHP,20130205,22:49.7,ENTER,37.35,100,,3735.0,,,2254,2255,B,,,,217,210
BHP,20130205,22:50.9,ENTER,37.37,100,,3736.9999999999995,,,2256,2257,A,,,,266,119
BHP,20130205,22:50.9,ENTER,37.37,100,,3736.9999999999995,,,2258,2259,B,,,,266,210
BHP,20130205,22:50.9,ENTER,37.37,100,,3736.9999999999995,,,2260,2261,B,,,,266,150
BHP,20130205,22:54.5,ENTER,37.36,100,,3736.0,,,2262,2263,A,,,,361,210
BHP,20130205,23:19.1,ENTER,37.36,100,,3736.0,,,2264,2265,A,,,,299,217
BHP,20130205,23:23.3,ENTER,37.36,100,,3736.0,,,2268,2269,B,,,,110,217
BHP,20130205,23:24.3,ENTER,37.35,100,,3735.0,,,2284,2285,A,,,,297,244
BHP,20130205,23:24.3,ENTER,37.35,100,,3735.0,,,2288,2289,B,,,,119,244
BHP,20130205,23:26.1,ENTER,37.36,100,,3736.0,,,2302,2303,B,,,,150,203
BHP,20130205,23:26.1,ENTER,37.36,100,,3736.0,XT,,2306,2307,A,,,,150,150
BHP,20130205,23:34.1,ENTER,37.36,100,,3736.0,,,2318,2319,B,,,,150,297
BHP,20130205,23:34.1,ENTER,37.36,100,,3736.0,,,2320,2321,B,,,,150,210
BHP,20130205,23:34.7,ENTER,37.36,100,,3736.0,,,2322,2323,A,,,,638,210
BHP,20130205,23:40.7,ENTER,37.37,100,,3736.9999999999995,XT,,2338,2339,B,,,,150,150
BHP,20130205,23:40.7,ENTER,37.37,100,,3736.9999999999995,,,2342,2343,A,,,,150,210
BHP,20130205,23:46.0,ENTER,37.38,100,,3738.0000000000005,,,2370,2371,B,,,,110,119
BHP,20130205,23:46.0,ENTER,37.38,100,,3738.0000000000005,,,2374,2375,A,,,,110,297
BHP,20130205,24:00.5,ENTER,37.37,100,,3736.9999999999995,,,2378,2379,A,,,,270,941
BHP,20130205,24:10.7,ENTER,37.37,100,,3736.9999999999995,,,2380,2381,B,,,,677,941
BHP,20130205,24:17.2,ENTER,37.37,100,,3736.9999999999995,,,2382,2383,B,,,,270,941
BHP,20130205,24:28.0,ENTER,37.36,100,,3736.0,,,2384,2385,A,,,,110,140
BHP,20130205,24:28.0,ENTER,37.36,100,,3736.0,,,2386,2387,A,,,,297,140
BHP,20130205,24:28.0,ENTER,37.36,100,,3736.0,,,2390,2391,B,,,,110,140
